Vehicle_Year,Mileage,Condition_Score,Make,Auction_Location,Sold_Price
1990,53602,4.804182419573443,Ford,Las Vegas,53660.71209786722
2014,117216,6.863402381766517,Ferrari,Palm Beach,169595.41190883258
1965,37855,3.331352891084632,Toyota,Scottsdale,35371.26445542316
2015,139905,1.6278131108080913,Toyota,Las Vegas,41648.565554040455
1978,9579,4.7212593770977165,Toyota,Las Vegas,51648.39688548858
1996,75461,5.156003402024409,Porsche,Las Vegas,56233.917010122044
2017,124332,3.30766442369821,Ferrari,Scottsdale,152605.12211849104
1963,105686,7.549385665665139,Chevy,Las Vegas,48678.3283283257
2006,81271,1.6619543107865127,Ferrari,Palm Beach,143182.67155393257
2020,114251,3.004734919412697,Ferrari,Scottsdale,153598.57459706347
1963,86396,7.737082466082642,Porsche,Las Vegas,51545.81233041321
1979,140662,4.934118463660111,Ferrari,Palm Beach,140104.39231830055
1969,138034,7.347552616353812,Ford,Palm Beach,47434.36308176906
1983,70059,6.107372900052367,Toyota,Scottsdale,55030.96450026183
2013,141622,9.556414749976263,Toyota,Palm Beach,80119.87374988131
1994,56122,6.380162494505496,Porsche,Scottsdale,63288.612472527486
1985,62091,1.1338207691096773,Toyota,Scottsdale,31960.00384554839
1996,49953,4.175896154539005,Ford,Scottsdale,53884.18077269502
1997,31926,2.287546139842369,Porsche,Palm Beach,46745.13069921185
1980,42979,9.321703098379329,Chevy,Scottsdale,72310.61549189663
2013,72461,1.9361120885657228,Toyota,Scottsdale,48934.46044282862
1999,78090,4.489359968179787,Ferrari,Palm Beach,154137.79984089895
1998,89887,3.0348927426402295,Ford,Scottsdale,45185.763713201144
1980,40836,8.620497913570599,Ford,Las Vegas,69018.889567853
1969,24630,3.777098478300253,Toyota,Palm Beach,40922.49239150126
1997,106180,9.927041348283804,Chevy,Palm Beach,77517.20674141902
2005,74355,1.3475494505102579,Ferrari,Palm Beach,141802.2472525513
1963,136058,2.154490952163093,Chevy,Las Vegas,18666.654760815465
2019,126698,3.021748987861982,Chevy,Scottsdale,51938.944939309906
2016,118723,8.299954361801435,Toyota,Palm Beach,77627.47180900717
2004,37487,8.906654881576141,Ferrari,Palm Beach,182784.57440788072
1979,112360,1.6430624254848012,Toyota,Palm Beach,26479.312127424004
1976,141272,1.2921412758604878,Toyota,Las Vegas,20333.50637930244
2014,139028,7.701011713941214,Ford,Las Vegas,71602.25856970606
1966,31088,2.2001680607825214,Toyota,Las Vegas,30892.040303912607
1963,76548,2.1969872836717528,Porsche,Scottsdale,24830.136418358765
1988,113530,1.2012988104498634,Ferrari,Scottsdale,128653.49405224931
1973,143477,1.4482708982507968,Ford,Las Vegas,19393.654491253983
1962,141141,3.3730791273594023,Ferrari,Scottsdale,123751.295636797
1983,12504,1.5850494046972567,Ford,Las Vegas,38174.84702348628
1996,140161,4.31991182493348,Porsche,Scottsdale,45583.4591246674
1975,19460,8.494975281046141,Toyota,Scottsdale,68028.87640523071
2017,85757,3.9368823158943336,Ford,Las Vegas,59608.71157947167
2014,34260,7.550507463214345,Ford,Palm Beach,81326.53731607171
2011,6889,1.845189683479271,Ford,Palm Beach,54037.048417396356
1963,145557,6.934376686775436,Porsche,Scottsdale,41616.18343387717
2015,82697,3.850724649316915,Ferrari,Scottsdale,158483.92324658457
2021,65741,7.747775908273343,Porsche,Scottsdale,82664.7795413667
1983,44347,2.2262681265074367,Ford,Scottsdale,38196.64063253718
1993,86773,9.080950399880336,Ford,Scottsdale,73227.45199940167
1989,5644,3.1831948260814293,Toyota,Scottsdale,49851.57413040714
1977,144447,4.178240139530589,Porsche,Las Vegas,34946.50069765294
1978,63348,9.551626397362375,Porsche,Palm Beach,70423.33198681187
1990,34650,6.20634123757773,Chevy,Palm Beach,62566.706187888645
2019,53793,4.291943670667198,Ferrari,Las Vegas,165580.418353336
2019,129024,9.546419323302684,Chevy,Las Vegas,84329.69661651342
1978,80121,3.961696752010288,Chevy,Palm Beach,40796.38376005144
2008,15705,1.853836414076618,Ferrari,Palm Beach,151698.6820703831
2022,50813,9.97163999073478,Toyota,Scottsdale,95776.8999536739
2005,75503,3.4106042850302245,Toyota,Palm Beach,52002.72142515112
1978,58566,8.661320638296466,Ferrari,Scottsdale,166450.00319148233
1981,4081,2.4898671534077854,Ferrari,Scottsdale,142541.23576703895
1983,140665,7.582185745996402,Porsche,Palm Beach,55344.42872998201
2004,115731,5.720044550250268,Porsche,Scottsdale,59027.12275125134
1971,119338,9.828159024611166,Porsche,Scottsdale,62706.99512305583
1989,95435,5.975473204831595,Porsche,Las Vegas,54833.86602415798
2017,107541,1.2251363670176871,Ford,Palm Beach,43871.58183508844
1997,17084,6.434901906616791,Ford,Las Vegas,68966.10953308395
2012,125680,2.3078481070296344,Toyota,Scottsdale,44971.24053514817
1990,111416,8.186868237538786,Ford,Scottsdale,64792.74118769393
1995,132696,8.709113768409091,Ford,Las Vegas,67775.96884204546
2023,118554,5.338841669152429,Porsche,Las Vegas,66338.80834576214
1978,49502,8.048993113470686,Porsche,Las Vegas,64294.76556735343
2007,91756,2.3059966193344463,Ferrari,Scottsdale,145854.38309667225
2004,65714,5.428703678820814,Porsche,Palm Beach,62572.11839410407
1995,91109,4.5454983822152615,Ferrari,Scottsdale,151116.5919110763
1989,45936,6.501856483477733,Ferrari,Las Vegas,162415.68241738866
2014,144534,1.4002946992284397,Ford,Palm Beach,39548.0734961422
2008,149734,7.769105544237647,Porsche,Las Vegas,67872.12772118824
2014,131149,1.7121636052721532,Ford,Scottsdale,42445.91802636076
1992,76507,6.908243657771484,Porsche,Palm Beach,62890.51828885742
1977,7710,1.166115029859498,Ford,Palm Beach,33559.57514929749
2022,109481,8.486992573810566,Ford,Scottsdale,82486.86286905283
2011,15891,2.5722966720140317,Ford,Las Vegas,56772.38336007016
2008,58147,5.639477283792914,Toyota,Las Vegas,66382.68641896457
2018,70346,3.3534361335485743,Ford,Las Vegas,58732.58066774287
1987,86248,7.503824818549616,Chevy,Scottsdale,62394.32409274808
2018,45990,3.8921599017074913,Chevy,Las Vegas,63861.79950853746
2006,137966,7.521482742294855,Chevy,Palm Beach,66810.81371147427
1970,32988,3.5638408615192887,Ferrari,Las Vegas,139520.40430759644
2016,137921,7.77225781842184,Ford,Las Vegas,73069.18909210921
2019,46631,1.2754494670321381,Chevy,Palm Beach,51214.14733516069
2013,115752,3.549802018364636,Ferrari,Palm Beach,152673.81009182316
2004,20708,5.48770155796251,Chevy,Las Vegas,67367.70778981256
1992,81086,1.4055362372775293,Porsche,Palm Beach,34919.081186387644
1976,84096,2.6743065523415077,Toyota,Scottsdale,32961.93276170754
1965,56117,9.41083283477083,Ford,Palm Beach,63942.46417385414
1963,57776,9.791508386621704,Toyota,Scottsdale,64679.94193310852
1979,11660,7.657749526514371,Toyota,Palm Beach,66622.74763257185
2007,50568,3.2698004555522155,Porsche,Scottsdale,54792.20227776108
2006,33223,3.344657008923721,Porsche,Scottsdale,56400.9850446186
1986,94446,6.812113220155656,Porsche,Las Vegas,57615.96610077828
1974,140890,2.058396549388316,Ferrari,Palm Beach,123202.98274694158
1965,128,9.5347844238733,Chevy,Palm Beach,70161.1221193665
2006,47699,3.023316095591661,Ford,Palm Beach,53346.6804779583
1973,148569,9.996720628828994,Porsche,Scottsdale,61626.703144144965
2019,45506,5.461604157722144,Ford,Las Vegas,72257.42078861073
1970,47757,7.942869900936428,Ford,Palm Beach,59938.649504682144
1998,67660,1.0196568505500152,Ford,Las Vegas,37332.284252750076
1968,104243,8.998717642764777,Porsche,Las Vegas,58569.288213823886
1985,144675,3.430018403025224,Porsche,Scottsdale,35182.59201512612
1975,55043,7.011430700932587,Chevy,Palm Beach,57052.85350466293
1964,75939,8.257197527142306,Porsche,Las Vegas,55692.087635711534
2016,82774,2.4773296650310184,Porsche,Palm Beach,52109.248325155095
2011,25445,4.982585331963061,Ford,Palm Beach,67868.4266598153
2020,50490,5.44452346586731,Chevy,Palm Beach,72173.61732933656
1969,59657,3.809075188052841,Toyota,Las Vegas,37579.675940264206
2009,2006,5.335802467560833,Porsche,Scottsdale,70978.41233780415
1962,8061,3.8579109188980425,Porsche,Scottsdale,39483.45459449021
1972,119389,4.246729705496883,Toyota,Las Vegas,35294.748527484415
2002,77667,7.023980608324651,Ford,Palm Beach,68353.20304162326
2008,80764,6.693339414744973,Chevy,Palm Beach,69390.29707372487
1989,81299,3.090391532177727,Ford,Scottsdale,41822.05766088863
2021,99864,9.077345963158821,Ferrari,Las Vegas,185900.3298157941
2013,122457,8.765096911042516,Porsche,Las Vegas,78079.78455521258
2004,80829,5.581749760209565,Ferrari,Scottsdale,161825.84880104783
1965,50668,4.899256684261753,Porsche,Las Vegas,41929.48342130877
1976,109449,4.391703846856979,Ferrari,Las Vegas,139013.6192342849
2018,73402,7.365411267997952,Toyota,Scottsdale,78486.85633998977
2004,95068,7.044994514885234,Porsche,Scottsdale,67718.17257442616
2010,116216,2.765625462441808,Porsche,Las Vegas,47206.527312209044
2012,37246,7.043122281703251,Ferrari,Las Vegas,177491.01140851626
1978,40397,3.2718807469183595,Chevy,Scottsdale,41319.70373459179
2001,86494,1.16702502871173,Ferrari,Scottsdale,137685.72514355864
1994,127273,7.292878097836393,Porsche,Palm Beach,60737.09048918197
2005,126042,6.803142422146746,Porsche,Las Vegas,63911.51211073373
1985,17039,4.697283361369073,Chevy,Las Vegas,54282.516806845364
2010,44560,5.731174503275555,Ford,Scottsdale,69199.87251637777
1964,143838,9.524522725351837,Chevy,Scottsdale,55238.813626759176
1988,62219,6.356801628148939,Ford,Palm Beach,59562.1081407447
2023,132951,6.920955418028783,Porsche,Palm Beach,72809.6770901439
1996,144358,1.5752018885422698,Toyota,Scottsdale,31440.209442711348
1979,147631,2.493950146076127,Toyota,Las Vegas,27206.650730380636
2008,5157,3.7085704877042938,Ferrari,Palm Beach,162027.15243852147
1980,149905,5.8544138622532875,Chevy,Scottsdale,44281.56931126644
1969,19257,7.989318063849891,Chevy,Scottsdale,62520.890319249454
2023,35130,3.891167900097283,Toyota,Scottsdale,67442.83950048641
1964,108712,4.207441874308966,Ford,Las Vegas,32166.009371544827
1995,115180,3.3053579665637396,Chevy,Scottsdale,42508.7898328187
1965,83128,3.291483963657753,Ford,Scottsdale,30644.619818288767
1985,136360,9.539774613053169,Ford,Las Vegas,66562.87306526584
1963,29780,6.71911461657001,Ford,Scottsdale,52117.57308285005
2021,102402,2.4031111918595216,Ford,Scottsdale,52275.35595929761
1998,36545,7.500237202758339,Ferrari,Palm Beach,172846.6860137917
1998,5896,7.498190290240261,Ferrari,Scottsdale,175901.3514512013
2009,47318,6.998231764483346,Toyota,Las Vegas,74759.35882241672
1994,139295,2.2124840058159725,Ferrari,Palm Beach,134132.92002907986
1960,139394,4.671923351226282,Chevy,Scottsdale,29420.21675613141
1983,24174,1.960806974449718,Ferrari,Las Vegas,138886.63487224857
2016,116188,8.349584536829228,Chevy,Scottsdale,78129.12268414615
1995,36939,6.896549288601274,Chevy,Palm Beach,68288.84644300636
1965,107212,5.564835430910366,Ford,Las Vegas,39602.97715455183
2000,127614,4.0871392885053694,Toyota,Palm Beach,47674.29644252685
2013,68422,2.6582452704499007,Ford,Las Vegas,52949.02635224951
2005,56421,1.958028299497971,Ford,Las Vegas,46648.04149748985
2019,110200,9.723165467832096,Ferrari,Scottsdale,187095.8273391605
2003,35607,2.7968377776042077,Ferrari,Las Vegas,151923.48888802103
2019,99344,1.538871640492471,Chevy,Las Vegas,47259.95820246235
2016,125888,9.655000949642467,Ferrari,Scottsdale,183686.20474821233
1990,95351,5.940565672220444,Ferrari,Las Vegas,155167.72836110223
1979,23906,8.169910614920287,Porsche,Las Vegas,67958.95307460144
1983,130464,1.393892624784867,Chevy,Las Vegas,25423.063123924334
1984,37001,6.102512717316892,Chevy,Las Vegas,58812.46358658446
1995,148215,4.583889677061956,Porsche,Scottsdale,45597.94838530978
1980,140924,7.947679909148952,Chevy,Scottsdale,55645.99954574476
1989,52227,1.3458308107515273,Toyota,Palm Beach,36006.45405375764
1983,553,4.615215117054529,Toyota,Las Vegas,54520.77558527264
2003,75532,8.191660775375764,Porsche,Scottsdale,74905.10387687881
2001,122972,5.7042753817453296,Ferrari,Las Vegas,156724.17690872663
1989,87462,5.950348668987435,Toyota,Scottsdale,55505.54334493718
1981,11076,1.8744821376936895,Porsche,Palm Beach,38764.81068846845
1987,114276,2.1909750050808223,Toyota,Las Vegas,33027.27502540411
1966,99222,7.092996448292073,Ford,Palm Beach,48542.78224146036
1994,70504,7.075419600609279,Porsche,Palm Beach,65326.6980030464
2014,82032,9.81193054827046,Chevy,Palm Beach,87856.4527413523
1987,97270,7.407576892589954,Toyota,Scottsdale,60810.88446294977
1973,77807,5.439191463401025,Chevy,Las Vegas,45915.25731700513
2015,93889,8.715950411801977,Porsche,Scottsdale,81690.85205900989
1969,96616,1.9402568723434261,Toyota,Scottsdale,24539.684361717133
1975,133189,5.0436623880662905,Chevy,Las Vegas,39399.411940331454
1975,8057,3.583981998348128,Ferrari,Las Vegas,144614.20999174064
2013,107824,1.9417402623486302,Ferrari,Las Vegas,145426.30131174315
1990,135964,7.871518762483297,Ford,Las Vegas,60761.19381241648
2001,13337,5.597128274489955,Porsche,Scottsdale,67151.94137244977
1984,51686,6.010918479077416,Chevy,Las Vegas,56885.99239538708
1972,19352,4.701296691192961,Ford,Las Vegas,47571.2834559648
1965,141879,5.143035084424617,Porsche,Las Vegas,34027.275422123086
2003,3643,2.0441564841070283,Ferrari,Palm Beach,151356.48242053515
1968,104747,7.056260418582788,Chevy,Las Vegas,48806.602092913934
2004,35131,4.892026236446924,Toyota,Las Vegas,62947.03118223462
1995,65847,8.350908158166249,Ferrari,Scottsdale,172669.84079083125
2015,55411,2.766584801287685,Toyota,Palm Beach,55791.82400643842
2002,65967,2.845495840769522,Toyota,Scottsdale,48630.779203847604
1979,88880,6.81183614377619,Chevy,Palm Beach,54671.18071888095
1977,57296,8.614030810576573,Chevy,Scottsdale,65840.55405288286
2017,73805,5.249780547563578,Toyota,Scottsdale,67368.40273781789
2002,57994,7.542584818597899,Ford,Las Vegas,72913.5240929895
2016,87740,9.99396929343777,Toyota,Las Vegas,89195.84646718885
1980,14691,9.912390757560352,Toyota,Palm Beach,78092.85378780177
1963,97347,7.699031585395301,Chevy,Palm Beach,50260.45792697651
2009,827,7.65627840710424,Porsche,Palm Beach,82698.6920355212
1992,43922,3.228569984790151,Ferrari,Las Vegas,147750.64992395075
1986,103499,8.501856683893964,Chevy,Scottsdale,65159.383419469814
1966,112213,4.645919143424085,Ford,Palm Beach,35008.295717120425
1965,130531,9.657945188801405,Ferrari,Las Vegas,157736.625944007
2022,142101,1.7328491983624197,Chevy,Las Vegas,45454.1459918121
1974,128688,4.922563319854534,Chevy,Scottsdale,38744.01659927267
1977,60191,6.0025643891514875,Porsche,Scottsdale,52493.72194575744
1991,148565,4.646405863775484,Ford,Las Vegas,43875.52931887742
2015,94292,2.89521271454449,Ford,Scottsdale,52546.86357272245
1970,110905,6.336896399042589,Chevy,Scottsdale,45593.98199521295
1979,118189,7.803261231626238,Porsche,Las Vegas,56697.40615813119
1983,89467,6.803547364181768,Chevy,Palm Beach,56571.036820908834
1974,13365,3.1100396392723555,Toyota,Palm Beach,41213.69819636178
2007,136596,7.584471499316716,Toyota,Las Vegas,67762.75749658358
1966,79722,3.312080254401069,Porsche,Palm Beach,31588.201272005343
1980,36029,2.57682126631636,Chevy,Las Vegas,39281.206331581794
2001,61992,7.216012138948499,Porsche,Las Vegas,70380.8606947425
1985,56730,8.585085215025362,Chevy,Scottsdale,69752.4260751268
2003,140387,5.33385502926917,Chevy,Palm Beach,54130.57514634586
2015,131125,5.78252613824594,Toyota,Las Vegas,63300.1306912297
2023,87680,3.7247281342410923,Ferrari,Palm Beach,161355.64067120547
1973,77562,5.45156213599029,Ford,Palm Beach,46001.61067995145
2016,113496,2.187846982111665,Ford,Palm Beach,47589.63491055833
1996,97137,9.60247746714691,Porsche,Las Vegas,76298.68733573456
2017,95410,8.203245882909366,Ford,Scottsdale,79975.22941454683
1980,49028,7.011757547399663,Toyota,Palm Beach,60155.98773699831
1977,89976,5.843749345159627,Ferrari,Las Vegas,148721.14672579814
1964,25076,8.12952222605168,Chevy,Palm Beach,60140.011130258405
1962,125084,5.452815156272239,Chevy,Scottsdale,35755.67578136119
1982,98356,3.6997651733907926,Toyota,Palm Beach,39663.225866953966
1985,100637,2.4433681165000483,Ford,Las Vegas,34653.140582500244
1996,135872,6.828270299216266,Chevy,Palm Beach,58554.15149608132
1983,109431,9.364831705238627,Ford,Palm Beach,67381.05852619314
2008,7626,2.3825669815391604,Toyota,Palm Beach,55150.234907695805
1978,103963,2.6201624054572608,Chevy,Scottsdale,31704.5120272863
2010,73466,4.9024543006858154,Porsche,Palm Beach,62165.671503429076
1984,56196,8.262094131277202,Ferrari,Las Vegas,167690.87065638602
1980,139082,3.6453045607435417,Ford,Palm Beach,34318.3228037177
2023,71285,3.2852163220302533,Ford,Palm Beach,60797.58161015126
1971,50348,6.579696623165505,Ford,Palm Beach,53363.68311582752
2016,133123,5.820533036868987,Ford,Scottsdale,63790.36518434493
2020,79988,1.5419832800071265,Toyota,Las Vegas,49711.11640003564
2000,94633,1.7334097957834889,Toyota,Palm Beach,39203.74897891744
1992,42054,6.787116821662895,Toyota,Las Vegas,65730.18410831448
2009,89819,5.186112392330016,Toyota,Las Vegas,61448.661961650076
2012,139976,9.738794724302323,Chevy,Scottsdale,80696.37362151162
1963,695,7.1067826965705825,Toyota,Las Vegas,56964.41348285291
2022,29692,1.0906629579390832,Chevy,Palm Beach,53484.11478969542
2001,40743,5.329169018204157,Porsche,Scottsdale,63071.54509102078
2016,62765,4.730031415319315,Toyota,Scottsdale,65373.65707659657
1966,6072,1.9604247399439183,Porsche,Las Vegas,32194.92369971959
1981,15982,9.308879522849711,Toyota,Scottsdale,75446.19761424855
2014,25120,8.245101691735513,Porsche,Las Vegas,85713.50845867756
1992,102721,3.0707731757800167,Ferrari,Las Vegas,141081.76587890007
1976,85474,3.303826829586975,Porsche,Scottsdale,35971.734147934876
1983,45012,1.2881624798750586,Chevy,Palm Beach,33439.61239937529
2020,12979,3.6704570642113685,Ford,Las Vegas,67054.38532105685
2020,33898,6.261598080220182,Porsche,Scottsdale,77918.1904011009
1993,107891,4.787590495480014,Ford,Scottsdale,49648.852477400076
1987,75891,9.723299173477127,Ferrari,Las Vegas,174527.39586738564
2017,67083,1.5047215233730378,Ferrari,Las Vegas,149315.3076168652
2002,134022,6.322871430091095,Chevy,Las Vegas,59212.157150455474
2000,12053,8.724784964563433,Chevy,Las Vegas,82418.62482281716
1998,106510,5.326668211687504,Porsche,Palm Beach,54982.34105843752
1981,125255,1.0266644850435713,Toyota,Palm Beach,23107.822425217855
2008,81129,3.1852134984364766,Ferrari,Palm Beach,151813.16749218237
1976,4155,3.9139207810116954,Ford,Palm Beach,47154.10390505848
1993,38270,9.693950451017162,Toyota,Scottsdale,81142.75225508581
1965,100076,9.205959536548296,Ferrari,Las Vegas,158522.19768274148
2005,28351,9.542534545968673,Porsche,Scottsdale,87377.57272984335
1965,135704,8.431826118552715,Ferrari,Scottsdale,151088.73059276358
1993,136096,4.16482960702514,Chevy,Palm Beach,43714.5480351257
1960,48137,9.152887798865805,Ford,Scottsdale,60950.73899432903
1969,92215,9.83516055343344,Ford,Palm Beach,64454.302767167195
1980,78026,4.150641810474577,Chevy,Las Vegas,42950.609052372885
1964,70500,3.3450036938780405,Toyota,Palm Beach,31675.0184693902
1961,99625,5.922246635039992,Chevy,Las Vegas,40148.73317519996
1981,101264,2.68436973339037,Ford,Palm Beach,33795.44866695185
2007,141874,1.2936179926574218,Porsche,Scottsdale,35780.68996328711
2016,106832,9.512480540042827,Toyota,Scottsdale,84879.20270021413
1961,15485,9.331665691972773,Ferrari,Palm Beach,165609.82845986387
1969,9436,2.4638846838590895,Porsche,Las Vegas,35875.82341929545
1993,65521,4.669662222367474,Toyota,Las Vegas,53296.21111183737
1975,36121,8.479326819454169,Ford,Palm Beach,66284.53409727084
2007,134954,6.949002689387677,Ford,Scottsdale,64749.61344693838
2010,117469,4.553087582536426,Porsche,Las Vegas,56018.53791268213
2020,49211,7.69753897464537,Toyota,Palm Beach,83566.59487322686
1998,89502,9.073426493891718,Ferrari,Las Vegas,175416.9324694586
1981,119874,9.335424974732813,Ferrari,Scottsdale,165189.72487366406
1971,42819,4.409646507299701,Chevy,Las Vegas,43266.33253649851
1983,125795,2.5620461206553697,Porsche,Palm Beach,31730.730603276847
2006,134685,9.215549723745776,Toyota,Las Vegas,75609.24861872887
1999,144507,1.8329990127492544,Porsche,Las Vegas,34214.29506374627
1997,104226,7.495195521053473,Ferrari,Scottsdale,165553.37760526736
2019,77758,2.264475833747215,Toyota,Scottsdale,53046.57916873607
2018,31107,4.50448169200923,Ford,Scottsdale,68411.70846004615
1969,106933,4.704001718905246,Ford,Scottsdale,37326.70859452623
1994,118737,2.4288212360087504,Toyota,Palm Beach,37270.40618004375
2023,120821,9.304132906059507,Porsche,Las Vegas,85938.56453029753
2010,93320,1.0240135120835765,Porsche,Las Vegas,40788.06756041788
2022,26493,9.044276888949675,Ford,Las Vegas,93572.08444474837
2008,57580,8.954463911279369,Ford,Las Vegas,83014.31955639685
2023,117343,3.8526728832820147,Ferrari,Palm Beach,159029.06441641005
1991,88390,7.33855842891348,Toyota,Scottsdale,63353.7921445674
1966,104363,3.2752802016848395,Porsche,Las Vegas,28940.101008424193
1980,140279,7.828962060285446,Ferrari,Las Vegas,155116.91030142724
1979,6093,6.050077676089691,Porsche,Scottsdale,59141.08838044845
1985,93750,3.702029088228925,Ford,Scottsdale,41635.145441144625
2022,117695,4.6021127827388915,Toyota,Las Vegas,62241.06391369445
1963,52166,7.208998590145631,Chevy,Scottsdale,52328.39295072816
2005,111950,9.154877046794047,Toyota,Las Vegas,77079.38523397024
2011,43042,2.1765386491054715,Chevy,Las Vegas,52078.49324552735
1981,16238,6.142275727022414,Ferrari,Las Vegas,159587.57863511206
1974,118658,3.283562795114057,Chevy,Las Vegas,31552.013975570284
2015,9290,8.212350248879133,Chevy,Las Vegas,87632.75124439567
1999,92359,1.6321357528253295,Ferrari,Las Vegas,138424.77876412665
1980,78522,7.200602111540528,Toyota,Scottsdale,58150.81055770264
1974,82415,2.5745141232192683,Ferrari,Palm Beach,131631.07061609635
1981,29186,6.367468765629063,Ford,Palm Beach,59418.743828145314
2011,148494,8.521233284734228,Ford,Las Vegas,73256.76642367113
1987,125704,7.795725959095116,Chevy,Scottsdale,59908.22979547558
1973,100914,7.776485989152736,Ferrari,Las Vegas,155291.02994576367
1986,119424,5.660607809682147,Ferrari,Scottsdale,149360.63904841073
2020,129021,9.016710326647493,Ferrari,Las Vegas,182181.45163323745
2000,3535,6.292946784177981,Toyota,Las Vegas,71111.2339208899
1999,101605,9.257661716946135,Porsche,Palm Beach,75627.80858473066
2017,53431,5.9187021204917585,Porsche,Scottsdale,72750.41060245878
1987,113557,5.5536900671800264,Porsche,Scottsdale,49912.75033590013
1985,52489,3.00117717289283,Toyota,Palm Beach,42256.98586446415
2008,53114,5.903079886271845,Ferrari,Palm Beach,168203.99943135923
2022,30397,2.2652634812400727,Porsche,Palm Beach,59286.61740620037
1961,43990,8.827211811335909,Ferrari,Palm Beach,160237.05905667954
1984,21422,7.083026998374641,Chevy,Scottsdale,65272.93499187321
2015,35839,9.942719036436477,Porsche,Scottsdale,93629.69518218239
2021,140891,1.828876850114708,Chevy,Palm Beach,45555.28425057354
1962,79653,3.1660547486075816,Toyota,Las Vegas,28864.973743037906
1967,8414,8.894427438395253,Ford,Las Vegas,67130.73719197627
2003,93931,4.5572868979202585,Toyota,Las Vegas,54893.33448960129
1992,75264,5.1967269098370785,Toyota,Las Vegas,54457.23454918539
2001,107758,8.74586698648855,Toyota,Scottsdale,73453.53493244275
2011,77128,5.69640902454957,Porsche,Scottsdale,66269.24512274785
1994,36213,2.741282644729313,Chevy,Scottsdale,47085.113223646564
1965,117274,9.028271038688029,Porsche,Las Vegas,55913.955193440146
1998,146529,1.2795549078073014,Ford,Palm Beach,30744.874539036507
2011,20465,9.05856640879099,Toyota,Las Vegas,88746.33204395496
1982,39129,1.4546820400510123,Ferrari,Scottsdale,134360.51020025506
1984,1837,6.992644281401153,Ford,Las Vegas,66779.52140700577
2018,131142,1.645114417078012,Chevy,Palm Beach,44111.37208539006
2009,85574,7.35591687368559,Ford,Palm Beach,72722.18436842796
2002,78318,1.305741891996558,Porsche,Las Vegas,39696.909459982795
1978,128792,8.582119549397088,Ferrari,Scottsdale,159031.39774698543
1964,128511,5.193495558369863,Porsche,Scottsdale,35116.377791849314
2010,394,1.8410852140199014,Toyota,Scottsdale,54166.026070099506
1970,24696,7.361375005091295,Toyota,Las Vegas,59337.275025456474
2015,98285,5.403611417533862,Ford,Scottsdale,64689.55708766931
1971,11534,2.718539729878986,Toyota,Las Vegas,37939.29864939493
1969,58482,1.1410513649985319,Toyota,Scottsdale,24357.05682499266
1967,38198,4.761984337529834,Chevy,Palm Beach,43490.12168764917
1983,4755,1.77066307655682,Chevy,Palm Beach,39877.8153827841
2019,83129,1.847527284225135,Porsche,Scottsdale,50424.73642112567
1987,46328,3.4059659352640916,Porsche,Las Vegas,45897.02967632046
2000,3871,6.674124675181819,Chevy,Scottsdale,72983.5233759091
1995,74199,5.769195477048543,Ford,Las Vegas,58926.077385242716
1996,120911,1.6208857743281255,Chevy,Palm Beach,34013.328871640624
1980,62357,9.715881483032229,Porsche,Las Vegas,72343.70741516115
1967,17658,8.984518194651319,Ferrari,Scottsdale,166656.79097325657
2014,58536,3.3330293843064243,Toyota,Palm Beach,57811.54692153213
1968,107879,2.1010471836592712,Ferrari,Las Vegas,123717.33591829636
2006,124991,9.481625782812912,Ferrari,Las Vegas,177909.02891406455
1974,32476,5.150276000926299,Toyota,Palm Beach,49503.780004631495
2007,78024,3.800502682942922,Chevy,Scottsdale,54700.11341471461
2005,29432,5.413222316486687,Ford,Palm Beach,66622.91158243344
1999,131101,7.95469730091771,Ferrari,Scottsdale,166163.38650458853
1977,46837,2.5154676847274904,Ford,Scottsdale,36393.63842363745
2001,131012,7.9074625015837645,Porsche,Las Vegas,66936.11250791882
2019,89131,7.745021091404789,Ferrari,Scottsdale,179312.00545702394
1979,21091,5.854133843567918,Porsche,Scottsdale,56661.56921783959
1965,27572,8.792580598746234,Chevy,Palm Beach,63705.702993731175
1971,60046,2.189290403528745,Ferrari,Palm Beach,130441.85201764372
1961,1641,6.359311059991058,Porsche,Scottsdale,52132.4552999553
1966,129337,5.044087472516394,Porsche,Las Vegas,35286.737362581975
1975,2865,4.800629015522485,Chevy,Palm Beach,51216.645077612426
1962,43174,3.273049641425729,Ford,Las Vegas,33047.84820712864
2004,102895,4.350516911289173,Ford,Palm Beach,53463.084556445865
1962,101487,1.9733568042129916,Ferrari,Palm Beach,120718.08402106495
1986,131941,3.264390727883427,Chevy,Scottsdale,36127.85363941714
2009,148978,3.4476859700027433,Ferrari,Palm Beach,146840.6298500137
2002,3072,7.486010807141255,Ford,Palm Beach,78122.85403570629
1999,149428,1.4369538448797683,Chevy,Las Vegas,31741.96922439884
1997,104003,6.860730773357746,Toyota,Palm Beach,62403.353866788726
1992,149825,2.9926891881387085,Chevy,Palm Beach,35980.94594069354
1987,103679,1.7367535532466454,Chevy,Las Vegas,31815.867766233227
1960,39439,3.707255449768907,Toyota,Scottsdale,34592.37724884453
2014,103476,3.020255824857425,Porsche,Scottsdale,51753.679124287126
2023,42499,5.96829138255865,Porsche,Palm Beach,77091.55691279325
1967,44113,4.216387631031662,Porsche,Palm Beach,40170.63815515831
